,Timestamp,Accel,Gyr,Label,Sep
202,13:25:41.002905,[ -929 -1332 -1220    15   111  -176  -600 -2141   116],[-184  129 -194 2208 -194 -752   20  -81  106],fists,False
203,13:25:41.010751,[-1185 -1545 -1324    15   111  -176  -870 -2410    18],[-127  105  -60 2221 -212 -726   49 -141   58],fists,False
204,13:25:41.021316,[-1175 -1608 -1325    15   111  -176  -755 -2381   108],[ -78  -39  101 2368   19 -785   49 -141   58],fists,False
205,13:25:41.029274,[-1018 -1559 -1287    15   111  -176  -601 -2169   110],[ -13 -104  169 1996 -264 -768   49 -141   58],fists,False
206,13:25:41.036696,[ -813 -1484 -1233    47   119  -194  -510 -1991    90],[   0 -103  171 1650 -290 -725   49 -141   58],fists,False
207,13:25:41.045427,[ -695 -1441 -1206    47   119  -194  -456 -1894   110],[ -12  -73  100 1656 -110 -776   49 -141   58],fists,False
208,13:25:41.054234,[ -646 -1410 -1138    47   119  -194  -367 -1859   163],[ -51  -36    3 1640 -486 -793   58 -118   77],fists,False
209,13:25:41.062891,[ -634 -1359 -1146    47   119  -194  -383 -1795   136],[-133   22  -90 1771 -225 -722   58 -118   77],fists,False
210,13:25:41.071830,[ -708 -1316 -1134    47   119  -194  -478 -1861   133],[-228   53 -124 1417  188 -814   58 -118   77],fists,False
211,13:25:41.079846,[ -752 -1396 -1158    -1   120  -146  -462 -1901   139],[-264   44 -165 1658 -113 -688   58 -118   77],fists,False
212,13:25:41.088786,[ -766 -1518 -1159    -1   120  -146  -558 -2062   105],[-205   78 -246 1771  -25 -792   58 -118   77],fists,False
213,13:25:41.098087,[ -856 -1646 -1225    -1   120  -146  -596 -2202    99],[ -64   44 -353 2039  -15 -892   91  -50   70],fists,False
214,13:25:41.106985,[ -950 -1631 -1316    -1   120  -146  -593 -2306    72],[  27   15 -393 2125  -28 -892   91  -50   70],fists,False
215,13:25:41.115721,[-1030 -1594 -1340    -1   120  -146  -700 -2362    62],[ 135   -6 -322 2483 -435 -763   91  -50   70],fists,False
216,13:25:41.123988,[-1045 -1535 -1315   -72    65   -80  -656 -2298    69],[ 200  -56 -193 2759 -218 -576   91  -50   70],fists,False
217,13:25:41.132695,[-1003 -1491 -1204   -72    65   -80  -588 -1981   126],[ 194 -126  -46 1279 -434 -775   83  -50   96],fists,False
218,13:25:41.142405,[ -824 -1362 -1207   -72    65   -80  -639 -1858    59],[ 167 -140 -111 2324 -425 -717   83  -50   96],fists,False
219,13:25:41.152681,[ -767 -1270 -1140   -72    65   -80  -542 -1822    83],[ -33 -102    7 1869  129 -625   83  -50   96],fists,False
220,13:25:41.160856,[ -686 -1141 -1140   -34   111  -124  -437 -1686    75],[-237 -107   46 1645 -107 -644   83  -50   96],fists,False
221,13:25:41.171330,[ -712 -1166 -1063   -34   111  -124  -476 -1641   133],[-389  -81   47 1588 -277 -688   83  -50   96],fists,False
222,13:25:41.182516,[ -626 -1305  -990   -34   111  -124  -339 -1758   196],[-455  -68  -12 1598 -135 -819   27 -126  153],fists,False
223,13:25:41.191049,[ -605 -1492 -1034   -34   111  -124  -271 -1982   224],[-444  -23  -67 1784 -336 -932   27 -126  153],fists,False
224,13:25:41.199068,[ -628 -1668 -1118   -34   111  -124  -336 -2221   199],[-368   62  -70 1781  -99 -999   27 -126  153],fists,False
225,13:25:41.209060,[ -739 -1808 -1207    36   127  -172  -493 -2377   221],[-235   92  -72 1997 -178 -998   27 -126  153],fists,False
226,13:25:41.218680,[ -846 -1830 -1226    36   127  -172  -512 -2361   175],[ -61   57 -100 2075 -247 -949   54 -103  121],fists,False
227,13:25:41.229124,[ -952 -1689 -1260    36   127  -172  -569 -2275   152],[  52   16  -16 2258 -183 -945   54 -103  121],fists,False
228,13:25:41.237020,[ -947 -1542 -1284    36   127  -172  -625 -2196    88],[ 125   -2   84 1852 -144 -846   54 -103  121],fists,False
229,13:25:41.243851,[ -807 -1488 -1210   -49    74  -128  -550 -2024   101],[ 171  -55   52 1919   77 -757   54 -103  121],fists,False
230,13:25:41.251697,[ -763 -1391 -1228   -49    74  -128  -544 -1992    60],[ 117  -32   26 2308  199 -675   54 -103  121],fists,False
231,13:25:41.259294,[ -735 -1344 -1203   -49    74  -128  -544 -1834   -56],[  87  -60 -104 1741 -124 -633  139   17  109],fists,False
232,13:25:41.266649,[ -828 -1314 -1283   -49    74  -128  -577 -1957    32],[   3  -54 -175 1849 -192 -660  139   17  109],fists,False
233,13:25:41.273965,[ -936 -1418 -1324   -49    74  -128  -606 -2010     6],[ -52  -96 -117 1967 -497 -706  139   17  109],fists,False
234,13:25:41.282303,[ -864 -1460 -1246   -97    61   -79  -522 -2132    51],[ -79  -60  -79 1945 -425 -779  139   17  109],fists,False
235,13:25:41.291054,[ -841 -1550 -1221   -97    61   -79  -490 -2205    64],[ -36  -52  -45 1936 -266 -854  134   50   76],fists,False
236,13:25:41.299908,[ -863 -1639 -1301   -97    61   -79  -611 -2356    80],[  28  -38  -56 2142 -328 -828  134   50   76],fists,False
237,13:25:41.308579,[ -933 -1656 -1288   -97    61   -79  -544 -2285   116],[ 129  -99  -39 1873   59 -958  134   50   76],fists,False
238,13:25:41.316855,[ -844 -1629 -1287   -97    61   -79  -453 -2114   135],[ 109 -127   15 1722 -418 -819  134   50   76],fists,False
239,13:25:41.325731,[ -727 -1474 -1202    13    18   -61  -323 -1950   156],[  95  -92   45 1955 -431 -777  134   50   76],fists,False
240,13:25:41.334096,[ -702 -1402 -1122    13    18   -61  -462 -1906   109],[ -14  -71   69 1872 -512 -766   70  -29    5],fists,False
241,13:25:41.345716,[ -722 -1388 -1147    13    18   -61  -473 -1931   124],[ -65  -36   75 1696 -439 -807   70  -29    5],fists,False
242,13:25:41.354098,[ -767 -1466 -1160    13    18   -61  -470 -1971   131],[-104  -81   69 1923 -449 -831   70  -29    5],fists,False
243,13:25:41.363981,[ -731 -1472 -1184    60   -61   -56  -505 -2015   156],[  -44   -32    26  2139    76 -1075    70   -29     5],fists,False
244,13:25:41.371256,[ -970 -1392 -1265    60   -61   -56  -858 -2358     4],[  41   39  341 7698 9950  508   70  -29    5],fists,False
245,13:25:41.378750,[-1203 -1690 -1062    60   -61   -56  -266 -1881   315],[ -272   -49    86  2774 -1290 -1125   -48  -144   -52],fists,False
246,13:25:41.387886,[ -848 -1385 -1702    60   -61   -56  -332 -2491    12],[  247   109  -106  2521  -114 -1214   -48  -144   -52],fists,False
247,13:25:41.396930,[-1116 -2000 -1233    60   -61   -56  -674 -2571   247],[  274   -33   -93  1701  -775 -1054   -48  -144   -52],fists,False
248,13:25:41.405392,[ -753 -1727 -1308    53  -122   -25  -377 -2401   157],[  461   -87  -145  2635   -38 -1127   -48  -144   -52],fists,False
249,13:25:41.415997,[ -891 -1530 -1289    53  -122   -25  -429 -2227   164],[ 371   32  198 1911 -544 -878 -133 -163 -105],fists,False
250,13:25:41.426593,[ -757 -1395 -1128    53  -122   -25  -447 -1814    61],[ 308  -13  285 1802 -167 -704 -133 -163 -105],fists,False
